CHAMADO;UF;MUNICIPIO;TIPO_ETABELECIMENTO;CONCORRENTE;STATUS;DATA_INI;DATA_FIM
CON-1248;PR;Agudos Do Sul;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-08-22;2025-07-31
CON-1247;SP;Praia Grande;Prefeitura Municipal;CIP;Ativo;2024-08-22;2028-10-16
CON-1246;RN;Consórcio Público Intermunicipal Do Rio Grande Do Norte;Outros;Fácil;Iniciando Renovação;2024-08-20;2025-08-20
CON-1245;RS;Formigueiro;Prefeitura Municipal;Consignet;Ativo;2024-08-12;2029-08-12
CON-1243;PB;Cajazeiras;Prefeitura Municipal;Fácil;Ativo;2024-07-26;2029-07-26
CON-1242;PR;Rolândia;Prefeitura Municipal;Consignet;Ativo;2024-07-03;2029-07-03
CON-1241;PE;Solidão;Prefeitura Municipal;ConsigLog;Ativo;2024-07-22;2029-07-22
CON-1240;SP;São Miguel Arcanjo;Prefeitura Municipal;Consignet;Ativo;2024-07-31;2029-07-31
CON-1239;MA;Alcântara;Prefeitura Municipal;Fasitec;Ativo;2024-08-06;2029-08-06
CON-1238;PR;Santa Cruz Do Monte Castelo;Prefeitura Municipal;Consignet;Ativo;2024-07-29;2029-08-29
CON-1237;MS;Jaraguari;Prefeitura Municipal;Consignet;Ativo;2023-06-22;2028-06-22
CON-1236;PR;Moreira Sales;Prefeitura Municipal;Fasitec;Ativo;2024-08-08;2027-09-05
CON-1235;RS;Serrafina Correa;Prefeitura Municipal;Consignet;Ativo;2024-08-08;2027-05-23
CON-1234;SP;Osasco;Prefeitura Municipal;ConsigLog;Ativo;2024-08-08;2027-02-25
CON-1233;MA;Santa Inês;Prefeitura Municipal;BRTEC;Iniciando Renovação;2024-07-08;2025-07-08
CON-1232;SP;Catanduva;Autarquia;Consignet;Ativo;2024-08-05;2029-08-05
CON-1231;SP;Tapiratiba;Prefeitura Municipal;Consignet;Ativo;2024-07-12;2029-07-11
CON-1230;MT;São Jose Do Rio Claro;Prefeitura Municipal;Consignet;Ativo;2024-07-31;2029-07-30
CON-1229;RS;Alegrete;Câmara Municipal;Consignet;Ativo;2024-11-25;2029-11-23
CON-1228;SP;Municipio Jahu;Prefeitura Municipal;Consignet;Inativo;2024-08-01;2024-08-07
CON-1227;PE;Ribeirão;Instituto de Previdência;Consignet;Ativo;2024-03-18;2029-03-18
CON-1226;SP;Itapira-Saae;Autarquia;Consignet;Ativo;2024-06-14;2029-06-14
CON-1225;PA;Santarém Novo;Prefeitura Municipal;RF1 Participações;Ativo;2024-07-30;2029-07-30
CON-1224;MT;Bonito;Instituto de Previdência;Consignet;Ativo;2024-08-07;2029-08-06
CON-1223;TO;Dos Servidores Públicos;Instituto de Previdência;Consignet;Iniciando Renovação;2024-07-05;2025-07-03
CON-1222;SP;Tapiratiba;Instituto de Previdência;Consignet;Ativo;2024-07-23;2029-07-23
CON-1221;PA;Itupiranga;Prefeitura Municipal;NeoConsig;Ativo;2024-07-18;2029-07-18
CON-1220;PR;Itaperuçu;Prefeitura Municipal;Consignet;Ativo;2024-07-25;2027-07-20
CON-1219;PE;Araripina;Prefeitura Municipal;SP Consig;Inativo;2024-07-25;2025-02-26
CON-1218;CE;Aiuaba;Prefeitura Municipal;Safe Consig;Ativo;2024-05-20;2029-05-20
CON-1217;PA;Oriximiná;Prefeitura Municipal;Consignet;Ativo;2024-07-03;2029-07-03
CON-1216;MG;Nova Resende;Prefeitura Municipal;Consignet;Ativo;2024-06-24;2029-06-24
CON-1215;MA;Defensoria Pública Do Estado Do Maranhão;Governo de Estado;NeoConsig;Ativo;2024-07-12;2029-07-12
CON-1214;RN;Barcelona;Prefeitura Municipal;Consignet;Ativo;2024-07-03;2029-07-03
CON-1213;PR;Bela Vista Da Caroba;Prefeitura Municipal;Consignet;Ativo;2024-07-23;2029-07-23
CON-1212;MA;Penalva;Prefeitura Municipal;Fasitec;Ativo;2024-07-18;2029-07-18
CON-1211;SP;Pedregulho;Prefeitura Municipal;SERPRO;Iniciando Renovação;2024-06-21;2025-06-21
CON-1210;MA;Pinheiro;Prefeitura Municipal;Consignet;Ativo;2024-06-06;2029-06-06
CON-1209;AC;Cruzeiro Do Sul;Prefeitura Municipal;Consignet;Inativo;2024-07-16;2024-07-16
CON-1208;BA;Botuporã;Prefeitura Municipal;Fasitec;Iniciando Renovação;2024-07-16;2025-08-25
CON-1207;BA;Quixabeira;Prefeitura Municipal;Fasitec;Iniciando Renovação;2024-07-16;2025-08-10
CON-1206;BA;Ponto Novo;Instituto de Previdência;Fasitec;Ativo;2024-07-16;2028-04-03
CON-1205;MG;Patos De Minas;Prefeitura Municipal;SP Consig;Ativo;2024-07-16;2027-04-18
CON-1204;MG;Capinópolis;Prefeitura Municipal;Consignet;Ativo;2024-07-16;2027-12-16
CON-1203;ES;Tribunal Regional Do Trabalho Da 17ª Região - Trt 17;Tribunal;Unitedtech;Ativo;2024-07-16;2026-09-01
CON-1202;MS;Terenos;Prefeitura Municipal;Consignet;Ativo;2024-07-01;2029-07-01
CON-1201;MG;Estiva;Prefeitura Municipal;Consignet;Ativo;2024-06-13;2029-06-01
CON-1200;PI;Palmeirais;Prefeitura Municipal;Digital Consig;Ativo;2024-07-12;2026-10-28
CON-1199;SC;Arroio Dos Ratos;Prefeitura Municipal;Consignet;Inativo;2024-07-12;2024-08-20
CON-1198;AL;Messias;Instituto de Previdência;Fasitec;Ativo;2024-07-10;2029-07-10
CON-1197;MA;Sítio Novo;Prefeitura Municipal;Consignet;Ativo;2024-07-11;2025-11-06
CON-1196;PR;Mandirituba;Prefeitura Municipal;Consignet;Ativo;2024-07-11;2026-03-11
CON-1195;PR;Jacarezinho;Prefeitura Municipal;Fasitec;Ativo;2024-07-11;2029-06-10
CON-1194;PR;Rio Branco Do Sul;Prefeitura Municipal;Consignet;Ativo;2024-07-11;2026-04-30
CON-1193;SP;Colina;Prefeitura Municipal;Consignet;Ativo;2024-06-11;2029-06-11
CON-1192;PB;Cuitegi;Prefeitura Municipal;SP Consig;Inativo;2024-07-10;2025-04-20
CON-1191;CE;Pedra Branca;Prefeitura Municipal;Digital Consig;Ativo;2024-07-10;2026-01-18
CON-1190;RO;Vilhena;Instituto de Previdência;Consignet;Ativo;2024-07-10;2029-05-06
CON-1189;SP;Paraguaçu Paulista;Instituto de Previdência;Consignet;Ativo;2024-07-10;2027-01-04
CON-1188;SP;Guareí;Prefeitura Municipal;Consignet;Ativo;2024-07-10;2026-03-06
CON-1187;RS;Encantado;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-07-10;2025-07-01
CON-1186;PR;Penha Papeis Vivida Ltda;Empresa Privada;Consignet;Ativo;2024-07-09;2028-06-16
CON-1185;RN;Macaíba;Prefeitura Municipal;Safe Consig;Iniciando Renovação;2024-07-03;2025-07-03
CON-1184;SP;Rancharia;Prefeitura Municipal;Consignet;Inativo;2024-07-05;2025-02-02
CON-1183;MT;Hospital Beneficente Santa Helena;Outros;Digital Consig;Ativo;2024-07-05;2027-04-22
CON-1182;MT;Conquista D'Oeste;Prefeitura Municipal;Consignet;Ativo;2024-06-18;2029-06-18
CON-1181;SC;Laguna;Prefeitura Municipal;Infoconsig;Ativo;2024-07-05;2026-04-15
CON-1180;PR;Candido De Abreu;Prefeitura Municipal;Consignet;Ativo;2024-07-05;2027-09-15
CON-1179;SP;Bocaina;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-07-05;2025-06-22
CON-1178;SC;Navegantes;Prefeitura Municipal;Consignet;Inativo;2024-07-05;2024-10-03
CON-1177;PR;Piraquara;Instituto de Previdência;Consignet;Inativo;2024-07-05;2025-05-08
CON-1176;SP;Lavínia;Prefeitura Municipal;Consignet;Inativo;2024-07-05;2024-11-21
CON-1175;RN;Macaíba;Instituto de Previdência;Safe Consig;Iniciando Renovação;2024-07-03;2025-07-03
CON-1174;RN;Montanhas;Prefeitura Municipal;SP Consig;Ativo;2024-05-15;2029-05-15
CON-1173;RN;Lagoa Nova;Prefeitura Municipal;Fasitec;Ativo;2024-07-03;2029-07-03
CON-1172;PE;São José Do Egito;Instituto de Previdência;SP Consig;Ativo;2024-07-02;2029-07-02
CON-1171;SC;Florianópolis;Câmara Municipal;All Consig;Ativo;2024-07-17;2029-07-17
CON-1170;RR;Governo De Roraima;Governo de Estado;GRID;Ativo;2024-07-01;2029-07-01
CON-1169;AP;Macapá;Prefeitura Municipal;ConsigLog;Ativo;2024-12-10;2028-12-10
CON-1168;RJ;Maricá;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-06-27;2025-06-26
CON-1167;RS;Panambi;Prefeitura Municipal;Consignet;Inativo;2024-07-01;2025-05-04
CON-1166;MT;Rondonópolis;Prefeitura Municipal;Digital Consig;Inativo;2024-07-01;2024-10-02
CON-1165;RS;Santana Do Livramento;Instituto de Previdência;Consignet;Iniciando Renovação;2025-03-13;1930-03-13
CON-1164;MT;São José Dos Quatro Marcos;Prefeitura Municipal;Digital Consig;Ativo;2024-07-01;2029-04-08
CON-1163;MS;Bonito;Prefeitura Municipal;Consignet;Ativo;2024-06-11;2029-06-11
CON-1162;SC;Presidente Venceslau;Prefeitura Municipal;Consignet;Ativo;2024-06-27;2028-04-17
CON-1161;RO;Costa Marques;Prefeitura Municipal;Consignet;Ativo;2024-07-09;2029-07-09
CON-1160;PR;Querência Do Norte;Instituto de Previdência;Consignet;Ativo;2025-06-27;2029-07-27
CON-1159;PB;Monte Horebe;Prefeitura Municipal;SP Consig;Ativo;2023-01-13;2028-01-13
CON-1158;RJ;Instituto Servidores Cabo Frio;Instituto de Previdência;Safe Consig;Iniciando Renovação;2024-06-26;2025-06-26
CON-1157;CE;Boa Viagem;Instituto de Previdência;Fácil;Ativo;2024-06-25;2028-04-27
CON-1156;CE;Tabuleiro Do Norte;Prefeitura Municipal;Digital Consig;Ativo;2024-06-25;2028-02-02
CON-1155;PA;Tomé-Açu;Prefeitura Municipal;ConsigLog;Ativo;2024-06-24;2025-10-27
CON-1154;BA;Campo Formoso Ipcf;Instituto de Previdência;Fasitec;Inativo;2024-06-24;2025-01-25
CON-1153;PR;Querência Do Norte;Prefeitura Municipal;Consignet;Ativo;2024-06-05;2029-06-05
CON-1152;BA;Serra Ramalho;Prefeitura Municipal;Fasitec;Ativo;2024-06-20;2028-04-14
CON-1151;SP;Lins;Prefeitura Municipal;Consignet;Ativo;2024-05-02;2029-05-02
CON-1150;MA;Rosário;Prefeitura Municipal;Safe Consig;Ativo;2024-06-18;2029-06-18
CON-1149;CE;Granjeiro;Prefeitura Municipal;Safe Consig;Ativo;2024-06-19;2026-08-10
CON-1148;SC;Água;Outros;Infoconsig;Inativo;2024-06-19;2025-04-06
CON-1147;PR;Janiopolis;Instituto de Previdência;Consignet;Ativo;2024-06-19;2026-12-21
CON-1146;RS;Hospital Bom Pastor Ijuí;Outros;Lucas/Siga TI;Ativo;2024-06-19;2029-12-13
CON-1145;GO;Cocalzinho De Goiás;Prefeitura Municipal;Consignet;Ativo;2024-06-19;2025-11-25
CON-1144;SP;Embu-Guaçu;Prefeitura Municipal;ConsigLog;Ativo;2024-06-19;2026-02-02
CON-1143;SC;Laurentino;Prefeitura Municipal;Consignet;Ativo;2024-06-19;2028-02-10
CON-1142;SP;Mococa;Prefeitura Municipal;Consignet;Ativo;2024-06-19;2026-05-24
CON-1141;PB;São José Da Lagoa Tapada;Prefeitura Municipal;SP Consig;Inativo;2024-06-19;2025-06-04
CON-1140;SP;Rosana;Prefeitura Municipal;Unitedtech;Ativo;2024-06-19;2029-04-09
CON-1139;RN;Riacho Da Cruz;Prefeitura Municipal;SP Consig;Ativo;2024-06-19;2029-06-19
CON-1138;PE;Serra Talhada;Prefeitura Municipal;Fácil;Ativo;2024-06-18;2029-06-18
CON-1137;RN;Maxaranguape;Prefeitura Municipal;SP Consig;Ativo;2024-06-17;2029-06-17
CON-1136;RN;Jaçanã;Prefeitura Municipal;Consignet;Ativo;2024-06-12;2029-06-12
CON-1134;SP;Previ Guapiaçu;Instituto de Previdência;Consignet;Inativo;2024-06-17;2025-04-24
CON-1133;BA;Serra Preta;Prefeitura Municipal;Fasitec;Ativo;2024-06-17;2026-09-10
CON-1132;SP;Barra De Santa Rosa;Prefeitura Municipal;SP Consig;Ativo;2024-06-17;2026-08-19
CON-1131;GO;Águas Frias;Prefeitura Municipal;Digital Consig;Inativo;2024-06-17;2024-12-23
CON-1130;BA;Macaúbas;Prefeitura Municipal;NewVersion;Ativo;2024-06-17;2026-03-16
CON-1129;SP;Itapevi;Instituto de Previdência;Consignet;Ativo;2024-06-10;2029-06-10
CON-1128;RJ;Tribunal De Justiça Do Rio De Janeiro;Tribunal;Fácil;Iniciando Renovação;2024-06-17;2025-08-21
CON-1127;MA;Tuntum;Prefeitura Municipal;Safe Consig;Ativo;2024-06-13;2027-03-16
CON-1126;SP;Cabrália Paulista;Prefeitura Municipal;Consignet;Inativo;2024-06-13;2025-04-24
CON-1125;MT;Chapada Dos Guimarães;Prefeitura Municipal;Digital Consig;Ativo;2024-06-13;2029-03-19
CON-1124;MS;Eldorado;Instituto de Previdência;Fasitec;Ativo;2024-06-12;2029-06-12
CON-1123;MG;Governador Valadares;Prefeitura Municipal;NeoConsig;Inativo;2024-06-12;2024-06-13
CON-1122;PR;Itambaracá;Prefeitura Municipal;Fasitec;Ativo;2024-06-11;2029-06-11
CON-1121;AL;Rio Largo;Prefeitura Municipal;Fasitec;Ativo;2024-06-11;2029-06-11
CON-1120;PR;Ventania;Prefeitura Municipal;Consignet;Inativo;2024-06-12;2025-04-17
CON-1119;MS;Mundo Novo;Instituto de Previdência;Consignet;Ativo;2024-06-12;2027-01-26
CON-1118;MA;Vargem Grande;Prefeitura Municipal;ASBAN;Inativo;2024-06-12;2025-05-23
CON-1117;PR;Ivatuba;Instituto de Previdência;Consignet;Ativo;2024-04-13;2029-04-13
CON-1116;PR;Ivatuba;Prefeitura Municipal;Consignet;Ativo;2024-04-13;2029-04-13
CON-1115;PR;Salgado Filho;Prefeitura Municipal;Consignet;Ativo;2024-04-23;2029-04-23
CON-1114;PE;Bezerros;Prefeitura Municipal;SP Consig;Inativo;2024-06-11;2025-01-12
CON-1113;SE;Nossa Senhora Do Socorro;Prefeitura Municipal;NewVersion;Ativo;2024-06-11;2026-02-10
CON-1112;RS;Nonoai;Prefeitura Municipal;BRTEC;Ativo;2024-04-08;2029-04-08
CON-1111;MA;Anapurus;Prefeitura Municipal;Konéxia;Ativo;2024-06-18;2029-06-18
CON-1110;PE;Pernambuco;Autarquia;Montreal;Iniciando Renovação;2024-06-10;2025-06-09
CON-1109;MT;Nova Guarita;Prefeitura Municipal;Consignet;Ativo;2024-06-03;2029-06-03
CON-1108;PI;Miguel Leão;Prefeitura Municipal;Consignet;Ativo;2024-03-13;2029-03-13
CON-1107;PI;Regeneração;Prefeitura Municipal;Consignet;Ativo;2024-05-24;2029-05-24
CON-1106;RO;Alto Alegre Dos Parecis;Outros;Consignet;Ativo;2024-05-20;2029-05-20
CON-1105;MT;Novo Mundo;Instituto de Previdência;Consignet;Inativo;2024-06-05;2025-06-05
CON-1104;RN;Arez;Prefeitura Municipal;SP Consig;Ativo;2024-05-21;2029-05-21
CON-1103;SP;Municipio Itapevi;Prefeitura Municipal;Consignet;Ativo;2024-05-22;2029-05-22
CON-1102;PR;Terra Rica;Prefeitura Municipal;Consignet;Ativo;2024-06-20;2029-06-20
CON-1101;MS;De Antonio Joao-Imps;Instituição Financeira;Fasitec;Ativo;2024-05-29;2029-05-29
CON-1100;MA;Santa Filomena Do Maranhão;Prefeitura Municipal;Safe Consig;Inativo;2024-05-23;2024-12-31
CON-1099;ES;Banco Do Estado Do Espírito Santo;Instituição Financeira;Quantum;Inativo;2024-05-27;2024-05-27
CON-1098;MT;Jauru;Câmara Municipal;Consignet;Ativo;2024-05-15;2029-05-15
CON-1097;BA;Salvador;Prefeitura Municipal;ConsigLog;Inativo;2024-05-24;2024-05-24
CON-1096;MT;Jauru;Prefeitura Municipal;Consignet;Ativo;2024-04-02;2029-04-02
CON-1095;RO;Ministro Andreazza;Prefeitura Municipal;Consignet;Ativo;2024-05-31;2029-05-31
CON-1094;GO;Serranópolis;Câmara Municipal;Consignet;Ativo;2024-05-21;2029-05-21
CON-1093;PR;Terra Roxa;Instituto de Previdência;Consignet;Ativo;2024-04-30;2029-04-30
CON-1092;MA;São Domingos Do Maranhão;Prefeitura Municipal;Safe Consig;Inativo;2024-05-22;2025-05-22
CON-1091;PR;Cafeara;Prefeitura Municipal;Consignet;Ativo;2024-03-19;2029-03-19
CON-1090;GO;Aparecida De Goiânia;Instituto de Previdência;Consignet;Ativo;2024-05-17;2029-05-17
CON-1089;GO;Gouvelândia;Instituto de Previdência;Consignet;Ativo;2024-05-08;2029-05-08
CON-1088;MG;Nepomuceno;Prefeitura Municipal;Consignet;Ativo;2024-05-02;2029-05-02
CON-1087;MG;Braúnas;Prefeitura Municipal;Unitedtech;Ativo;2024-05-02;2027-05-02
CON-1086;GO;Inaciolândia;Prefeitura Municipal;Consignet;Ativo;2024-05-03;2029-05-03
CON-1085;BA;Casa Nova;Prefeitura Municipal;Fasitec;Ativo;2024-05-15;2026-01-08
CON-1084;MS;Chapadão Do Sul;Prefeitura Municipal;Consignet;Ativo;2024-05-06;2029-05-05
CON-1083;MS;Figueirão;Câmara Municipal;Consignet;Ativo;2024-05-09;2029-05-09
CON-1082;RO;Ouro Preto Do Oeste;Instituto de Previdência;Consignet;Ativo;2024-05-07;2029-05-07
CON-1081;PR;Jussara;Instituto de Previdência;Consignet;Ativo;2024-05-09;2028-05-26
CON-1080;PE;Nazaré Da Mata;Prefeitura Municipal;Consignet;Ativo;2024-05-09;2026-02-17
CON-1079;AL;Pão De Açúcar;Prefeitura Municipal;Fasitec;Ativo;2024-05-09;2025-10-30
CON-1078;MT;Campos De Júlio;Prefeitura Municipal;Consignet;Ativo;2024-05-17;2029-05-17
CON-1077;PR;Santa Maria Do Oeste;Prefeitura Municipal;Consignet;Ativo;2024-03-15;2029-03-14
CON-1076;RN;Vila Flor;Prefeitura Municipal;SP Consig;Ativo;2024-04-12;2029-04-12
CON-1075;SC;Concórdia;Prefeitura Municipal;Infoconsig;Ativo;2024-05-06;2026-03-23
CON-1074;PE;Granito;Instituto de Previdência;Fasitec;Ativo;2024-04-30;2029-04-30
CON-1073;SC;Criciúma;Prefeitura Municipal;Infoconsig;Inativo;2024-05-06;2025-02-23
CON-1072;MA;Bom Jesus Das Selvas;Prefeitura Municipal;Consignet;Ativo;2024-05-06;2028-04-27
CON-1071;PR;Godoy Moreira;Instituto de Previdência;Consignet;Ativo;2024-04-29;2026-04-18
CON-1070;SC;Papanduva;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-04-29;2025-09-03
CON-1069;PE;Iati;Instituto de Previdência;NewVersion;Ativo;2024-04-18;2029-04-18
CON-1068;BA;Cabaceiras Do Paraguaçu;Prefeitura Municipal;Fasitec;Ativo;2024-04-26;2026-01-27
CON-1067;RN;Cerro Corá;Prefeitura Municipal;Fácil;Iniciando Renovação;2024-04-26;2025-07-23
CON-1066;BA;Capim Grosso;Prefeitura Municipal;Fasitec;Ativo;2024-04-26;2026-04-07
CON-1065;MA;Coroatá;Prefeitura Municipal;Consignet;Inativo;2024-04-10;2025-04-10
CON-1064;BA;São Felix;Prefeitura Municipal;ConsigLog;Ativo;2024-04-25;2026-04-23
CON-1063;PR;Paulo Frontin;Prefeitura Municipal;Consignet;Ativo;2024-03-14;2029-03-14
CON-1062;SC;Imbituba;Prefeitura Municipal;Consignet;Ativo;2024-10-10;2025-10-10
CON-1061;PR;Peabiru;Prefeitura Municipal;Consignet;Ativo;2024-04-23;2028-10-02
CON-1060;RJ;Petrópolis;Autarquia;BRTEC;Ativo;2024-04-23;2026-10-08
CON-1059;PE;São Caetano;Prefeitura Municipal;Consignet;Ativo;2024-02-22;2029-04-22
CON-1058;PR;Marumbi;Prefeitura Municipal;Consignet;Ativo;2024-04-22;2026-10-05
CON-1057;CE;Frecheirinha;Prefeitura Municipal;Digital Consig;Ativo;2024-04-22;2029-02-16
CON-1056;SP;Itobi;Prefeitura Municipal;Consignet;Ativo;2024-04-22;2025-09-24
CON-1055;MA;Governador Nunes Freire;Prefeitura Municipal;Safe Consig;Inativo;2026-05-14;2024-04-22
CON-1054;TO;Porto Nacional;Prefeitura Municipal;BRTEC;Ativo;2024-10-11;2029-03-07
CON-1053;SP;Cardoso;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-04-22;2025-06-25
CON-1052;PE;Parnamirim/Pe - Parnamirim;Instituto de Previdência;Consignet;Inativo;2024-04-22;2025-05-14
CON-1051;RO;Guajará-Mirim;Prefeitura Municipal;Consignet;Ativo;2024-04-19;2026-04-14
CON-1050;PI;José De Freitas;Prefeitura Municipal;LINE IT;Inativo;2024-04-19;2024-12-29
CON-1049;PE;Iati;Prefeitura Municipal;NewVersion;Ativo;2024-04-17;2029-04-17
CON-1048;PE;Angelim . Pe;Instituto de Previdência;Fasitec;Inativo;2024-04-16;2024-04-22
CON-1047;PE;Angelim;Prefeitura Municipal;Fasitec;Inativo;2024-04-16;2024-04-22
CON-1046;PE;Ribeirão;Prefeitura Municipal;Consignet;Ativo;2024-04-08;2029-04-08
CON-1045;SE;Lagarto;Prefeitura Municipal;Gestão Consig;Inativo;2024-04-04;2025-02-26
CON-1044;CE;Jardim;Prefeitura Municipal;Digital Consig;Ativo;2024-04-16;2027-06-23
CON-1043;RN;Bento Fernandes;Prefeitura Municipal;SP Consig;Ativo;2024-04-16;2027-10-20
CON-1042;MT;Gaúcha Do Norte;Prefeitura Municipal;Digital Consig;Ativo;2024-04-16;2025-11-23
CON-1041;SP;Santo Antônio De Posse;Prefeitura Municipal;Consignet;Inativo;2024-04-16;2025-03-04
CON-1040;SP;São José Dos Campos;Prefeitura Municipal;NeoConsig;Inativo;2024-04-16;2024-10-17
CON-1039;BA;Campo Formoso;Prefeitura Municipal;Fasitec;Ativo;2024-04-16;2029-02-22
CON-1038;MT;São José Dos Quatro Marcos;Instituto de Previdência;Digital Consig;Ativo;2024-04-16;2029-02-09
CON-1037;SP;Barra Bonita;Prefeitura Municipal;Consignet;Ativo;2024-04-16;2025-10-15
CON-1036;CE;Acopiara;Prefeitura Municipal;Fácil;Ativo;2024-04-02;2029-04-02
CON-1035;MS;Bodoquena;Prefeitura Municipal;Consignet;Ativo;2025-04-07;1930-04-05
CON-1034;SC;São Francisco Do Sul;Instituto de Previdência;Consignet;Ativo;2024-03-06;2029-03-05
CON-1033;MA;Pedreiras;Prefeitura Municipal;Digital Consig;Ativo;2024-04-15;2027-01-05
CON-1032;PB;Granja Cascavel;Empresa Privada;SP Consig;Ativo;2024-04-12;2026-05-04
CON-1031;PR;Santana Do Itararé;Prefeitura Municipal;Consignet;Ativo;2024-04-12;2028-05-10
CON-1030;MT;Mirassol;Instituto de Previdência;Digital Consig;Ativo;2024-04-12;2028-11-03
CON-1029;BA;Morro Do Chapéu;Prefeitura Municipal;ConsigLog;Ativo;2024-04-12;2026-01-17
CON-1028;RN;Fernando Pedroza;Prefeitura Municipal;SP Consig;Ativo;2022-09-15;2027-09-15
CON-1027;MS;Botoquena;Prefeitura Municipal;Fasitec;Ativo;2024-04-10;2029-04-10
CON-1026;PE;Buenos Aires;Prefeitura Municipal;Consignet;Ativo;2024-02-21;2029-02-21
CON-1025;CE;Baturité;Prefeitura Municipal;Digital Consig;Ativo;2024-04-08;2028-11-23
CON-1024;CE;São Gonçalo Do Amarante;Instituto de Previdência;Safe Consig;Inativo;2024-04-08;2024-03-22
CON-1023;PB;Algodão De Jandaíra;Prefeitura Municipal;SP Consig;Ativo;2024-04-08;2026-04-28
CON-1022;MS;Jardim . Ms;Instituto de Previdência;Consignet;Ativo;2024-04-05;2029-04-05
CON-1021;PE;Pesqueira;Prefeitura Municipal;NewVersion;Ativo;2025-03-26;1930-03-26
CON-1020;RJ;Barra Mansa;Instituto de Previdência;Infoconsig;Inativo;2024-04-05;2025-05-11
CON-1019;SP;Santa Adélia;Prefeitura Municipal;Fasitec;Ativo;2024-04-05;2026-01-20
CON-1018;SP;Américo Brasiliense;Prefeitura Municipal;Consignet;Inativo;2024-04-05;2025-04-22
CON-1017;MG;Auditar Contabilidade Consultiva S/S;Empresa Privada;Consignet;Ativo;2024-04-05;2028-11-20
CON-1015;PR;Miraselva;Prefeitura Municipal;Consignet;Ativo;2024-04-04;2029-04-04
CON-1014;PA;Dom Eliseu;Instituto de Previdência;Fácil;Ativo;2024-04-04;2029-04-04
CON-1013;MS;Iguatemi;Prefeitura Municipal;Consignet;Ativo;2024-03-05;2029-03-05
CON-1012;PE;Granito;Prefeitura Municipal;Fasitec;Ativo;2024-04-01;2029-04-01
CON-1011;PR;Altônia;Prefeitura Municipal;Consignet;Ativo;2024-04-01;2028-11-13
CON-1010;SP;Sumaré;Prefeitura Municipal;ConsigLog;Iniciando Renovação;2023-06-24;2025-06-24
CON-1009;CE;Boa Viagem;Prefeitura Municipal;Fácil;Ativo;2024-03-28;2025-09-15
CON-1008;PR;Figueira;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-03-28;2025-09-01
CON-1007;SP;Potim;Prefeitura Municipal;Consignet;Ativo;2024-03-27;2027-02-21
CON-1006;BA;Jeremoabo;Prefeitura Municipal;Fasitec;Ativo;2024-03-27;2028-10-02
CON-1005;SP;Tribunal De Justiça Do Estado De São Paulo;Tribunal;CIP;Ativo;2024-03-27;2027-06-06
CON-1004;MA;Olho D'Agua Das Cunhãs;Prefeitura Municipal;Consignet;Inativo;2024-03-26;2025-03-26
CON-1003;CE;Barro;Prefeitura Municipal;Safe Consig;Ativo;2024-03-26;2029-03-26
CON-1002;SC;Fundação Cultural De Balneário Camboriú;Outros;Consignet;Inativo;2024-03-26;2025-03-26
CON-1001;PB;Parari;Câmara Municipal;SP Consig;Ativo;2024-03-26;2028-07-20
CON-1000;AL;Craíbas - Craíbas;Instituto de Previdência;Fasitec;Ativo;2024-03-25;2029-03-25
CON-999;PA;Altamira;Prefeitura Municipal;Digital Consig;Ativo;2024-03-25;2027-07-05
CON-998;PI;Oeiras;Prefeitura Municipal;LINE IT;Ativo;2024-03-25;2026-10-19
CON-997;SE;Simão Dias;Prefeitura Municipal;NewVersion;Inativo;2024-03-25;2024-03-25
CON-996;RO;Machadinho D´Oeste;Instituto de Previdência;Consignet;Inativo;2024-05-21;2025-05-21
CON-995;SC;Paranduva;Prefeitura Municipal;Consignet;Ativo;2024-01-23;2029-01-23
CON-994;MT;Santa Terezinha;Instituto de Previdência;Consignet;Inativo;2024-03-25;2025-03-25
CON-993;MS;Batayporã;Prefeitura Municipal;Consignet;Ativo;2024-03-25;2029-03-25
CON-992;CE;Aquiraz;Prefeitura Municipal;Safe Consig;Inativo;2024-03-22;2024-09-01
CON-991;PI;Esperantina;Prefeitura Municipal;Digital Consig;Ativo;2024-03-22;2026-08-09
CON-990;PR;Lupionópolis;Prefeitura Municipal;Consignet;Ativo;2024-02-27;2029-02-27
CON-989;SP;Santa Mercedes;Prefeitura Municipal;Consignet;Inativo;2024-03-22;2024-07-29
CON-988;MT;Rosario Oeste;Instituto de Previdência;Digital Consig;Inativo;2024-03-22;2024-10-01
CON-987;RJ;Barra Mansa;Prefeitura Municipal;Infoconsig;Inativo;2024-03-22;2024-05-11
CON-986;RJ;Barra Mansa - Saae Rj;Autarquia;Infoconsig;Inativo;2024-03-22;2024-05-11
CON-985;RN;Angicos;Prefeitura Municipal;SP Consig;Ativo;2024-03-20;1934-03-20
CON-984;MT;Juruena;Prefeitura Municipal;Digital Consig;Ativo;2024-03-20;2026-03-26
